date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,start_order,bib
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1918872,QIU Qiyuan,Person,CHN,China,7.0,54.766,POINTS,4.365,,323
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1896215,KEVRIC Helen,Person,GER,Germany,8.0,54.598,POINTS,4.533,,342
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1953620,SARAIVA Flavia,Person,BRA,Brazil,9.0,54.032,POINTS,5.099,,313
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1970190,VISSER Naomi,Person,NED,Netherlands,10.0,53.965,POINTS,5.166,,371
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1919408,KISHI Rina,Person,JPN,Japan,11.0,53.965,POINTS,5.166,,356
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1956517,KINSELLA Alice,Person,GBR,Great Britain,12.0,53.799,POINTS,5.332,,340
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1941588,PASS Ruby,Person,AUS,Australia,13.0,53.798,POINTS,5.333,,304
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1560762,ESPOSITO Manila,Person,ITA,Italy,14.0,53.599,POINTS,5.532,,353
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1919365,NAKAMURA Haruka,Person,JPN,Japan,15.0,53.099,POINTS,6.032,,358
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1918871,OU Yushan,Person,CHN,China,16.0,52.898,POINTS,6.233,,322
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1550170,BARBOSU Ana,Person,ROU,Romania,17.0,52.465,POINTS,6.666,,381
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1904732,FENTON Georgia-Mae,Person,GBR,Great Britain,18.0,51.766,POINTS,7.365,,339
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1973123,STEWART Ava,Person,CAN,Canada,19.0,51.632,POINTS,7.499,,319
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1938926,MARTINS Filipa,Person,POR,Portugal,20.0,51.232,POINTS,7.899,,379
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1895146,CZIFRA Bettina Lili,Person,HUN,Hungary,21.0,51.099,POINTS,8.032,,347
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1550176,GHIGOARTA Amalia,Person,ROU,Romania,22.0,50.732,POINTS,8.399,,383
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1535310,BLANCO Luisa,Person,COL,Colombia,23.0,50.199,POINTS,8.932,,326
2024-08-01T20:31:09+02:00,GARW1AA---------------FNL---------,GARW1AA,Women's All-Around,Women's All-Around Final,Final Results,W,Artistic Gymnastics,GAR,,1896184,VOSS Sarah,Person,GER,Germany,24.0,49.999,POINTS,9.132,,344
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1551061,D'AMATO Alice,Person,ITA,Italy,1.0,14.366,POINTS,,6,352
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918881,ZHOU Yaqin,Person,CHN,China,2.0,14.100,POINTS,0.266,1,325
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560762,ESPOSITO Manila,Person,ITA,Italy,3.0,14.000,POINTS,0.366,4,353
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,4.0,13.933,POINTS,0.433,8,310
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,5.0,13.100,POINTS,1.266,7,391
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959866,LEE Sunisa,Person,USA,United States,6.0,13.100,POINTS,1.266,2,394
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953626,SOARES Julia,Person,BRA,Brazil,7.0,12.333,POINTS,2.033,3,314
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550186,MANECA-VOINEA Sabrina,Person,ROU,Romania,8.0,11.733,POINTS,2.633,5,384
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1970200,WEVERS Sanne,Person,NED,Netherlands,,,NO_SCORE,,9,373
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1903489,BOYER Marine,Person,FRA,France,,,NO_SCORE,,10,332
2024-08-05T13:26:31+02:00,GARW1APBB-------------FNL-000001--,GARW1APBB,Women's Balance Beam,Women's Balance Beam Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918870,LUO Huan,Person,CHN,China,,,NO_SCORE,,11,321
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,1.0,14.166,POINTS,,2,310
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,2.0,14.133,POINTS,0.033,7,391
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959825,CHILES Jordan,Person,USA,United States,3.0,13.766,POINTS,0.400,9,393
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550170,BARBOSU Ana,Person,ROU,Romania,4.0,13.700,POINTS,0.466,5,381
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1550186,MANECA-VOINEA Sabrina,Person,ROU,Romania,5.0,13.700,POINTS,0.466,8,384
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1551061,D'AMATO Alice,Person,ITA,Italy,6.0,13.600,POINTS,0.566,6,352
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1919408,KISHI Rina,Person,JPN,Japan,7.0,13.166,POINTS,1.000,4,356
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918871,OU Yushan,Person,CHN,China,8.0,13.000,POINTS,1.166,3,322
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560762,ESPOSITO Manila,Person,ITA,Italy,9.0,12.133,POINTS,2.033,1,353
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918878,ZHANG Yihan,Person,CHN,China,,,NO_SCORE,,10,324
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953626,SOARES Julia,Person,BRA,Brazil,,,NO_SCORE,,11,314
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953624,BARBOSA Jade,Person,BRA,Brazil,,,NO_SCORE,,12,311
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1560761,ANDREOLI Angela,Person,ITA,Italy,,,NO_SCORE,,13,351
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918881,ZHOU Yaqin,Person,CHN,China,,,NO_SCORE,,14,325
2024-08-05T15:35:36+02:00,GARW1APFX-------------FNL-000001--,GARW1APFX,Women's Floor Exercise,Women's Floor Exercise Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1973077,BLACK Elsabeth,Person,CAN,Canada,,,NO_SCORE,,15,316
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----USA01,United States of America,Team,USA,United States,,44.100,POINTS,,1,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----ITA01,Italy,Team,ITA,Italy,,41.665,POINTS,,2,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----ROU01,Romania,Team,ROU,Romania,,40.999,POINTS,,3,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----GBR01,Great Britain,Team,GBR,Great Britain,,41.732,POINTS,,4,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----JPN01,Japan,Team,JPN,Japan,,40.765,POINTS,,5,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----CAN01,Canada,Team,CAN,Canada,,41.866,POINTS,,6,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----BRA01,Brazil,Team,BRA,Brazil,,42.366,POINTS,,7,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL-000001--,GARWTEAM,Women's Team,Women's Team Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,GARWTEAM----CHN01,People's Republic of China,Team,CHN,China,,39.999,POINTS,,8,
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----USA01,United States of America,Team,USA,United States,1.0,171.296,POINTS,,,391
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----ITA01,Italy,Team,ITA,Italy,2.0,165.494,POINTS,5.802,,351
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----BRA01,Brazil,Team,BRA,Brazil,3.0,164.497,POINTS,6.799,,310
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----GBR01,Great Britain,Team,GBR,Great Britain,4.0,164.263,POINTS,7.033,,337
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----CAN01,Canada,Team,CAN,Canada,5.0,162.432,POINTS,8.864,,316
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----CHN01,People's Republic of China,Team,CHN,China,6.0,162.131,POINTS,9.165,,321
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----ROU01,Romania,Team,ROU,Romania,7.0,159.497,POINTS,11.799,,381
2024-07-30T20:24:44+02:00,GARWTEAM--------------FNL---------,GARWTEAM,Women's Team,Women's Team Final,Final Results,W,Artistic Gymnastics,GAR,,GARWTEAM----JPN01,Japan,Team,JPN,Japan,8.0,159.463,POINTS,11.833,,356
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1545688,NEMOUR Kaylia,Person,ALG,Algeria,1.0,15.700,POINTS,,6,301
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918872,QIU Qiyuan,Person,CHN,China,2.0,15.500,POINTS,0.200,5,323
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959866,LEE Sunisa,Person,USA,United States,3.0,14.800,POINTS,0.900,8,394
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1903194,DERWAEL Nina,Person,BEL,Belgium,4.0,14.766,POINTS,0.934,3,309
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1551061,D'AMATO Alice,Person,ITA,Italy,5.0,14.733,POINTS,0.967,2,352
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1896215,KEVRIC Helen,Person,GER,Germany,6.0,14.566,POINTS,1.134,7,342
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1904730,DOWNIE Rebecca,Person,GBR,Great Britain,7.0,13.633,POINTS,2.067,4,337
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1918878,ZHANG Yihan,Person,CHN,China,8.0,12.800,POINTS,2.900,1,324
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,,,NO_SCORE,,9,391
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,,,NO_SCORE,,10,310
2024-08-04T16:17:08+02:00,GARW1APUB-------------FNL-000001--,GARW1APUB,Women's Uneven Bars,Women's Uneven Bars Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1970191,VEERMAN Sanna,Person,NED,Netherlands,,,NO_SCORE,,11,370
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959861,BILES Simone,Person,USA,United States,1.0,15.300,POINTS,,4,391
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1953634,ANDRADE Rebeca,Person,BRA,Brazil,2.0,14.966,POINTS,0.334,6,310
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959819,CAREY Jade,Person,USA,United States,3.0,14.466,POINTS,0.834,8,392
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1980135,AN Chang Ok,Person,PRK,DPR Korea,4.0,14.216,POINTS,1.084,2,380
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1562768,GEORGIEVA Valentina,Person,BUL,Bulgaria,5.0,13.983,POINTS,1.317,1,315
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1973077,BLACK Elsabeth,Person,CAN,Canada,6.0,13.933,POINTS,1.367,5,316
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1940564,YEO Seojeong,Person,KOR,Korea,7.0,13.416,POINTS,1.884,7,365
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1973106,OLSEN Shallon,Person,CAN,Canada,8.0,13.366,POINTS,1.934,3,318
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1959825,CHILES Jordan,Person,USA,United States,,,NO_SCORE,,9,393
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1535356,MORENO Alexa,Person,MEX,Mexico,,,NO_SCORE,,10,367
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1970870,van EIJKEN Ming,Person,FRA,France,,,NO_SCORE,,11,336
2024-08-03T17:20:41+02:00,GARW1APVT-------------FNL-000001--,GARW1APVT,Women's Vault,Women's Vault Final,Final,W,Artistic Gymnastics,GAR,Bercy Arena,1895142,BACSKAY Csenge Maria,Person,HUN,Hungary,,,NO_SCORE,,12,346
