date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM,start_order
2024-08-10T16:06:18+02:00,BKGMINDIVID-----------GPA-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1953037,SHIGEKIX,Person,JPN,Japan,1,POINTS,,,RED
2024-08-10T16:06:18+02:00,BKGMINDIVID-----------GPA-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1955590,VICTOR,Person,USA,United States,1,POINTS,,,BLUE
2024-08-10T16:12:12+02:00,BKGMINDIVID-----------GPA-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1909911,LITHE-ING,Person,CHN,China,2,POINTS,,,RED
2024-08-10T16:12:12+02:00,BKGMINDIVID-----------GPA-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1953036,HIRO10,Person,JPN,Japan,0,POINTS,,,BLUE
2024-08-10T16:17:33+02:00,BKGMINDIVID-----------GPB-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1958888,PHIL WIZARD,Person,CAN,Canada,2,POINTS,,,RED
2024-08-10T16:17:33+02:00,BKGMINDIVID-----------GPB-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1880191,DANY DANN,Person,FRA,France,0,POINTS,,,BLUE
2024-08-10T16:23:24+02:00,BKGMINDIVID-----------GPB-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1940105,J ATTACK,Person,AUS,Australia,0,POINTS,,,RED
2024-08-10T16:23:24+02:00,BKGMINDIVID-----------GPB-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1897536,KUZYA,Person,UKR,Ukraine,2,POINTS,,,BLUE
2024-08-10T16:29:27+02:00,BKGMINDIVID-----------GPC-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1955589,JEFFRO,Person,USA,United States,2,POINTS,,,RED
2024-08-10T16:29:27+02:00,BKGMINDIVID-----------GPC-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1880193,LAGAET,Person,FRA,France,0,POINTS,,,BLUE
2024-08-10T16:35:59+02:00,BKGMINDIVID-----------GPC-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1568048,HONGTEN,Person,KOR,Korea,0,POINTS,,,RED
2024-08-10T16:35:59+02:00,BKGMINDIVID-----------GPC-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1965474,LEE,Person,NED,Netherlands,2,POINTS,,,BLUE
2024-08-10T16:42:24+02:00,BKGMINDIVID-----------GPD-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1931298,AMIR,Person,KAZ,Kazakhstan,0,POINTS,,,RED
2024-08-10T16:42:24+02:00,BKGMINDIVID-----------GPD-000100--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1965473,MENNO,Person,NED,Netherlands,2,POINTS,,,BLUE
2024-08-10T16:48:17+02:00,BKGMINDIVID-----------GPD-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1563335,QUAKE,Person,TPE,Chinese Taipei,2,POINTS,,,RED
2024-08-10T16:48:17+02:00,BKGMINDIVID-----------GPD-000200--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1542901,BILLY,Person,MAR,Morocco,0,POINTS,,,BLUE
2024-08-10T16:54:49+02:00,BKGMINDIVID-----------GPA-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1953037,SHIGEKIX,Person,JPN,Japan,2,POINTS,,,RED
2024-08-10T16:54:49+02:00,BKGMINDIVID-----------GPA-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1953036,HIRO10,Person,JPN,Japan,0,POINTS,,,BLUE
2024-08-10T17:00:35+02:00,BKGMINDIVID-----------GPA-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1955590,VICTOR,Person,USA,United States,2,POINTS,,,RED
2024-08-10T17:00:35+02:00,BKGMINDIVID-----------GPA-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1909911,LITHE-ING,Person,CHN,China,0,POINTS,,,BLUE
2024-08-10T17:06:06+02:00,BKGMINDIVID-----------GPB-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1958888,PHIL WIZARD,Person,CAN,Canada,1,POINTS,,,RED
2024-08-10T17:06:06+02:00,BKGMINDIVID-----------GPB-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1897536,KUZYA,Person,UKR,Ukraine,1,POINTS,,,BLUE
2024-08-10T17:12:23+02:00,BKGMINDIVID-----------GPB-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1880191,DANY DANN,Person,FRA,France,2,POINTS,,,RED
2024-08-10T17:12:23+02:00,BKGMINDIVID-----------GPB-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1940105,J ATTACK,Person,AUS,Australia,0,POINTS,,,BLUE
2024-08-10T17:18:23+02:00,BKGMINDIVID-----------GPC-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1955589,JEFFRO,Person,USA,United States,2,POINTS,,,RED
2024-08-10T17:18:23+02:00,BKGMINDIVID-----------GPC-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1965474,LEE,Person,NED,Netherlands,0,POINTS,,,BLUE
2024-08-10T17:25:05+02:00,BKGMINDIVID-----------GPC-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1880193,LAGAET,Person,FRA,France,1,POINTS,,,RED
2024-08-10T17:25:05+02:00,BKGMINDIVID-----------GPC-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1568048,HONGTEN,Person,KOR,Korea,1,POINTS,,,BLUE
2024-08-10T17:30:50+02:00,BKGMINDIVID-----------GPD-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1931298,AMIR,Person,KAZ,Kazakhstan,2,POINTS,,,RED
2024-08-10T17:30:50+02:00,BKGMINDIVID-----------GPD-000300--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1542901,BILLY,Person,MAR,Morocco,0,POINTS,,,BLUE
2024-08-10T17:36:27+02:00,BKGMINDIVID-----------GPD-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1965473,MENNO,Person,NED,Netherlands,2,POINTS,,,RED
2024-08-10T17:36:27+02:00,BKGMINDIVID-----------GPD-000400--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1563335,QUAKE,Person,TPE,Chinese Taipei,0,POINTS,,,BLUE
2024-08-10T17:42:50+02:00,BKGMINDIVID-----------GPA-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1909911,LITHE-ING,Person,CHN,China,1,POINTS,,,RED
2024-08-10T17:42:50+02:00,BKGMINDIVID-----------GPA-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1953037,SHIGEKIX,Person,JPN,Japan,1,POINTS,,,BLUE
2024-08-10T17:48:42+02:00,BKGMINDIVID-----------GPA-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1953036,HIRO10,Person,JPN,Japan,0,POINTS,,,RED
2024-08-10T17:48:42+02:00,BKGMINDIVID-----------GPA-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group A,Round Robin - Group A,M,Breaking,BKG,La Concorde 1,1955590,VICTOR,Person,USA,United States,2,POINTS,,,BLUE
2024-08-10T17:55:10+02:00,BKGMINDIVID-----------GPB-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1940105,J ATTACK,Person,AUS,Australia,0,POINTS,,,RED
2024-08-10T17:55:10+02:00,BKGMINDIVID-----------GPB-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1958888,PHIL WIZARD,Person,CAN,Canada,2,POINTS,,,BLUE
2024-08-10T18:01:29+02:00,BKGMINDIVID-----------GPB-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1897536,KUZYA,Person,UKR,Ukraine,0,POINTS,,,RED
2024-08-10T18:01:29+02:00,BKGMINDIVID-----------GPB-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group B,Round Robin - Group B,M,Breaking,BKG,La Concorde 1,1880191,DANY DANN,Person,FRA,France,2,POINTS,,,BLUE
2024-08-10T18:07:53+02:00,BKGMINDIVID-----------GPC-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1568048,HONGTEN,Person,KOR,Korea,1,POINTS,,,RED
2024-08-10T18:07:53+02:00,BKGMINDIVID-----------GPC-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1955589,JEFFRO,Person,USA,United States,1,POINTS,,,BLUE
2024-08-10T18:14:06+02:00,BKGMINDIVID-----------GPC-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1965474,LEE,Person,NED,Netherlands,2,POINTS,,,RED
2024-08-10T18:14:06+02:00,BKGMINDIVID-----------GPC-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group C,Round Robin - Group C,M,Breaking,BKG,La Concorde 1,1880193,LAGAET,Person,FRA,France,0,POINTS,,,BLUE
2024-08-10T18:21:05+02:00,BKGMINDIVID-----------GPD-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1563335,QUAKE,Person,TPE,Chinese Taipei,0,POINTS,,,RED
2024-08-10T18:21:05+02:00,BKGMINDIVID-----------GPD-000500--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1931298,AMIR,Person,KAZ,Kazakhstan,2,POINTS,,,BLUE
2024-08-10T18:27:16+02:00,BKGMINDIVID-----------GPD-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1542901,BILLY,Person,MAR,Morocco,0,POINTS,,,RED
2024-08-10T18:27:16+02:00,BKGMINDIVID-----------GPD-000600--,BKGMINDIVID,B-Boys,B-Boys Round Robin - Group D,Round Robin - Group D,M,Breaking,BKG,La Concorde 1,1965473,MENNO,Person,NED,Netherlands,2,POINTS,,,BLUE
2024-08-10T20:06:35+02:00,BKGMINDIVID-----------QFNL000100--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 1,Quarterfinal 1,M,Breaking,BKG,La Concorde 1,1880191,DANY DANN,Person,FRA,France,2,POINTS,W,,RED
2024-08-10T20:06:35+02:00,BKGMINDIVID-----------QFNL000100--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 1,Quarterfinal 1,M,Breaking,BKG,La Concorde 1,1955589,JEFFRO,Person,USA,United States,1,POINTS,L,,BLUE
2024-08-10T20:14:42+02:00,BKGMINDIVID-----------QFNL000200--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 2,Quarterfinal 2,M,Breaking,BKG,La Concorde 1,1931298,AMIR,Person,KAZ,Kazakhstan,0,POINTS,L,,RED
2024-08-10T20:14:42+02:00,BKGMINDIVID-----------QFNL000200--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 2,Quarterfinal 2,M,Breaking,BKG,La Concorde 1,1955590,VICTOR,Person,USA,United States,3,POINTS,W,,BLUE
2024-08-10T20:23:02+02:00,BKGMINDIVID-----------QFNL000300--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 3,Quarterfinal 3,M,Breaking,BKG,La Concorde 1,1953037,SHIGEKIX,Person,JPN,Japan,3,POINTS,W,,RED
2024-08-10T20:23:02+02:00,BKGMINDIVID-----------QFNL000300--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 3,Quarterfinal 3,M,Breaking,BKG,La Concorde 1,1965473,MENNO,Person,NED,Netherlands,0,POINTS,L,,BLUE
2024-08-10T20:30:29+02:00,BKGMINDIVID-----------QFNL000400--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 4,Quarterfinal 4,M,Breaking,BKG,La Concorde 1,1965474,LEE,Person,NED,Netherlands,0,POINTS,L,,RED
2024-08-10T20:30:29+02:00,BKGMINDIVID-----------QFNL000400--,BKGMINDIVID,B-Boys,B-Boys Quarterfinal 4,Quarterfinal 4,M,Breaking,BKG,La Concorde 1,1958888,PHIL WIZARD,Person,CAN,Canada,3,POINTS,W,,BLUE
2024-08-10T20:53:54+02:00,BKGMINDIVID-----------SFNL000100--,BKGMINDIVID,B-Boys,B-Boys Semifinal 1,Semifinal 1,M,Breaking,BKG,La Concorde 1,1880191,DANY DANN,Person,FRA,France,2,POINTS,W,,RED
2024-08-10T20:53:54+02:00,BKGMINDIVID-----------SFNL000100--,BKGMINDIVID,B-Boys,B-Boys Semifinal 1,Semifinal 1,M,Breaking,BKG,La Concorde 1,1955590,VICTOR,Person,USA,United States,1,POINTS,L,,BLUE
2024-08-10T21:02:47+02:00,BKGMINDIVID-----------SFNL000200--,BKGMINDIVID,B-Boys,B-Boys Semifinal 2,Semifinal 2,M,Breaking,BKG,La Concorde 1,1953037,SHIGEKIX,Person,JPN,Japan,0,POINTS,L,,RED
2024-08-10T21:02:47+02:00,BKGMINDIVID-----------SFNL000200--,BKGMINDIVID,B-Boys,B-Boys Semifinal 2,Semifinal 2,M,Breaking,BKG,La Concorde 1,1958888,PHIL WIZARD,Person,CAN,Canada,3,POINTS,W,,BLUE
2024-08-10T21:25:43+02:00,BKGMINDIVID-----------FNL-000200--,BKGMINDIVID,B-Boys,B-Boys Bronze Medal Battle,Bronze Medal Battle,M,Breaking,BKG,La Concorde 1,1955590,VICTOR,Person,USA,United States,3,POINTS,W,,RED
2024-08-10T21:25:43+02:00,BKGMINDIVID-----------FNL-000200--,BKGMINDIVID,B-Boys,B-Boys Bronze Medal Battle,Bronze Medal Battle,M,Breaking,BKG,La Concorde 1,1953037,SHIGEKIX,Person,JPN,Japan,0,POINTS,L,,BLUE
2024-08-10T21:36:34+02:00,BKGMINDIVID-----------FNL-000100--,BKGMINDIVID,B-Boys,B-Boys Gold Medal Battle,Gold Medal Battle,M,Breaking,BKG,La Concorde 1,1880191,DANY DANN,Person,FRA,France,0,POINTS,L,,RED
2024-08-10T21:36:34+02:00,BKGMINDIVID-----------FNL-000100--,BKGMINDIVID,B-Boys,B-Boys Gold Medal Battle,Gold Medal Battle,M,Breaking,BKG,La Concorde 1,1958888,PHIL WIZARD,Person,CAN,Canada,3,POINTS,W,,BLUE
