date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_WLT,result_IRM,qualification_mark,start_order,bib
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1553664,MAWEM Bassa,Person,FRA,France,8.0,5.16,TIME,,,,5,8
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1890963,DAVID Julian,Person,NZL,New Zealand,9.0,5.24,TIME,,,,4,13
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1931185,SHIN Euncheol,Person,KOR,Korea,10.0,5.25,TIME,,,,10,7
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1913698,LONG Jinbao,Person,CHN,China,11.0,5.29,TIME,,,,1,3
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1950304,HAMMER Zach,Person,USA,United States,12.0,6.05,TIME,,,,8,12
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1968270,BRUYNS Joshua,Person,RSA,South Africa,13.0,6.18,TIME,,,,2,14
2024-08-06T13:34:30+02:00,CLBMSPEED-------------QUAL0001SD--,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Seeding",Qualification - Seeding heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1940380,ADI MULYONO Rahmad,Person,INA,Indonesia,14.0,,IRM_TIME,,FS,,9,4
2024-08-06T14:03:47+02:00,CLBMSPEED-------------QUAL0002EL01,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1940329,LEONARDO Veddriq,Person,INA,Indonesia,,4.98,TIME,W,,Q,1,2
2024-08-06T14:03:47+02:00,CLBMSPEED-------------QUAL0002EL01,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1940380,ADI MULYONO Rahmad,Person,INA,Indonesia,,5.13,TIME,L,,,2,4
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL05,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1913699,WU Peng,Person,CHN,China,,5.00,TIME,W,,Q,1,1
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL05,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1931185,SHIN Euncheol,Person,KOR,Korea,,7.24,TIME,L,,,2,7
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL04,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1922693,ZURLONI Matteo,Person,ITA,Italy,,5.06,TIME,W,,Q,1,5
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL04,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1913698,LONG Jinbao,Person,CHN,China,,5.18,TIME,L,,,2,3
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL03,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1950309,WATSON Sam,Person,USA,United States,,4.75,TIME,W,,Q,1,6
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL03,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1950304,HAMMER Zach,Person,USA,United States,,,IRM_TIME,L,Fall,,2,12
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL02,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1931573,MAIMURATOV Amir,Person,KAZ,Kazakhstan,,4.94,TIME,W,,Q,1,11
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL02,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1968270,BRUYNS Joshua,Person,RSA,South Africa,,5.84,TIME,L,,,2,14
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL07,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1556056,TKACH Yaroslav,Person,UKR,Ukraine,,5.17,TIME,L,,,1,9
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL07,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1553664,MAWEM Bassa,Person,FRA,France,,5.16,TIME,W,,Q,2,8
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL06,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1536207,ALIPOUR SHENAZANDIFARD Reza,Person,IRI,IR Iran,,5.26,TIME,L,,q,1,10
2024-08-06T14:03:48+02:00,CLBMSPEED-------------QUAL0002EL06,CLBMSPEED,Men's Speed,"Men's Speed, Qualification Elimination heats",Qualification - Elimination heats,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1890963,DAVID Julian,Person,NZL,New Zealand,,5.20,TIME,W,,Q,2,13
2024-08-08T13:01:49+02:00,CLBMSPEED-------------QFNL000100--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 1,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1950309,WATSON Sam,Person,USA,United States,,5.03,TIME,W,,Q,1,6
2024-08-08T13:01:49+02:00,CLBMSPEED-------------QFNL000100--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 1,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1890963,DAVID Julian,Person,NZL,New Zealand,,5.65,TIME,L,,,2,13
2024-08-08T13:01:50+02:00,CLBMSPEED-------------SFNL000200--,CLBMSPEED,Men's Speed,"Men's Speed, Semifinal",Semifinal 2,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1940329,LEONARDO Veddriq,Person,INA,Indonesia,,4.78,TIME,W,,Q,1,2
2024-08-08T13:01:50+02:00,CLBMSPEED-------------SFNL000200--,CLBMSPEED,Men's Speed,"Men's Speed, Semifinal",Semifinal 2,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1536207,ALIPOUR SHENAZANDIFARD Reza,Person,IRI,IR Iran,,4.84,TIME,L,,,2,10
2024-08-08T13:01:50+02:00,CLBMSPEED-------------FNL-000200--,CLBMSPEED,Men's Speed,"Men's Speed, Small Final",Small Final,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1950309,WATSON Sam,Person,USA,United States,,4.74,TIME,W,,Q,1,6
2024-08-08T13:01:50+02:00,CLBMSPEED-------------FNL-000200--,CLBMSPEED,Men's Speed,"Men's Speed, Small Final",Small Final,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1536207,ALIPOUR SHENAZANDIFARD Reza,Person,IRI,IR Iran,,4.88,TIME,L,,,2,10
2024-08-08T13:01:50+02:00,CLBMSPEED-------------QFNL000300--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 3,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1940329,LEONARDO Veddriq,Person,INA,Indonesia,,4.88,TIME,W,,Q,1,2
2024-08-08T13:01:50+02:00,CLBMSPEED-------------QFNL000300--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 3,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1553664,MAWEM Bassa,Person,FRA,France,,5.26,TIME,L,,,2,8
2024-08-08T13:01:50+02:00,CLBMSPEED-------------QFNL000200--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 2,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1922693,ZURLONI Matteo,Person,ITA,Italy,,4.997,TIME,L,,,1,5
2024-08-08T13:01:50+02:00,CLBMSPEED-------------QFNL000200--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 2,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1913699,WU Peng,Person,CHN,China,,4.995,TIME,W,,Q,2,1
2024-08-08T13:01:50+02:00,CLBMSPEED-------------SFNL000100--,CLBMSPEED,Men's Speed,"Men's Speed, Semifinal",Semifinal 1,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1950309,WATSON Sam,Person,USA,United States,,4.93,TIME,L,,,1,6
2024-08-08T13:01:50+02:00,CLBMSPEED-------------SFNL000100--,CLBMSPEED,Men's Speed,"Men's Speed, Semifinal",Semifinal 1,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1913699,WU Peng,Person,CHN,China,,4.85,TIME,W,,Q,2,1
2024-08-08T13:01:50+02:00,CLBMSPEED-------------FNL-000100--,CLBMSPEED,Men's Speed,"Men's Speed, Big Final",Big Final,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1913699,WU Peng,Person,CHN,China,,4.77,TIME,L,,,1,1
2024-08-08T13:01:50+02:00,CLBMSPEED-------------FNL-000100--,CLBMSPEED,Men's Speed,"Men's Speed, Big Final",Big Final,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1940329,LEONARDO Veddriq,Person,INA,Indonesia,,4.75,TIME,W,,Q,2,2
2024-08-08T13:01:50+02:00,CLBMSPEED-------------QFNL000400--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 4,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1931573,MAIMURATOV Amir,Person,KAZ,Kazakhstan,,6.14,TIME,L,,,1,11
2024-08-08T13:01:50+02:00,CLBMSPEED-------------QFNL000400--,CLBMSPEED,Men's Speed,"Men's Speed, Quarterfinal",Quarterfinal 4,M,Sport Climbing,CLB,Le Bourget Climbing Venue,1536207,ALIPOUR SHENAZANDIFARD Reza,Person,IRI,IR Iran,,5.57,TIME,W,,Q,2,10
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1981131,GARNBRET Janja,Person,SLO,Slovenia,1.0,99.6,POINTS,,,,20,1
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553663,BERTONE Oriane,Person,FRA,France,2.0,84.5,POINTS,,,,14,7
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950307,RABOUTOU Brooke,Person,USA,United States,3.0,83.7,POINTS,,,,18,3
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1898117,MACKENZIE Oceania,Person,AUS,Australia,4.0,79.6,POINTS,,,,11,10
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950302,GROSSMAN Natalia,Person,USA,United States,5.0,69.2,POINTS,,,,16,5
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1560673,PILZ Jessica,Person,AUT,Austria,6.0,68.8,POINTS,,,,17,4
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1892034,NONAKA Miho,Person,JPN,Japan,7.0,64.4,POINTS,,,,15,6
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1922698,MORONI Camilla,Person,ITA,Italy,8.0,64.0,POINTS,,,,4,17
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913697,LUO Zhilu,Person,CHN,China,9.0,63.6,POINTS,,,,8,13
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1544215,McNEICE Erin,Person,GBR,Great Britain,10.0,59.6,POINTS,,,,2,19
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1892023,MORI Ai,Person,JPN,Japan,11.0,54.0,POINTS,,,,19,2
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553666,AVEZOU Zelia,Person,FRA,France,12.0,49.3,POINTS,,,,7,14
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1931183,SEO Chaehyun,Person,KOR,Korea,13.0,44.2,POINTS,,,,13,8
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1556057,KAZBEKOVA Ievgeniia,Person,UKR,Ukraine,14.0,39.5,POINTS,,,,5,16
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913695,ZHANG Yuetong,Person,CHN,China,15.0,29.7,POINTS,,,,6,15
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1552089,DOERFFEL Lucia,Person,GER,Germany,16.0,29.2,POINTS,,,,3,18
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1981206,KRAMPL Mia,Person,SLO,Slovenia,17.0,28.4,POINTS,,,,12,9
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1922697,ROGORA Laura,Person,ITA,Italy,18.0,13.2,POINTS,,,,9,12
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1544220,THOMPSON-SMITH Molly,Person,GBR,Great Britain,19.0,9.8,POINTS,,,,10,11
2024-08-06T12:17:25+02:00,CLBWBLCOMB------------SFNL000100--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Boulder",Semifinal - Boulder,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1968271,MUKHEIBIR Lauren,Person,RSA,South Africa,20.0,0.0,POINTS,,,,1,20
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1981131,GARNBRET Janja,Person,SLO,Slovenia,1.0,96.1,POINTS,,,,20,1
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1892023,MORI Ai,Person,JPN,Japan,1.0,96.1,POINTS,,,,19,2
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1560673,PILZ Jessica,Person,AUT,Austria,3.0,88.1,POINTS,,,,17,4
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1950307,RABOUTOU Brooke,Person,USA,United States,4.0,72.1,POINTS,,,,18,3
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1931183,SEO Chaehyun,Person,KOR,Korea,4.0,72.1,POINTS,,,,13,8
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913695,ZHANG Yuetong,Person,CHN,China,6.0,68.0,POINTS,,,,6,15
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1544215,McNEICE Erin,Person,GBR,Great Britain,7.0,64.1,POINTS,,,,2,19
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1922697,ROGORA Laura,Person,ITA,Italy,8.0,57.1,POINTS,,,,9,12
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1544220,THOMPSON-SMITH Molly,Person,GBR,Great Britain,9.0,57.0,POINTS,,,,10,11
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1892034,NONAKA Miho,Person,JPN,Japan,10.0,51.1,POINTS,,,,15,6
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1981206,KRAMPL Mia,Person,SLO,Slovenia,10.0,51.1,POINTS,,,,12,9
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1552089,DOERFFEL Lucia,Person,GER,Germany,10.0,51.1,POINTS,,,,3,18
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1913697,LUO Zhilu,Person,CHN,China,13.0,48.1,POINTS,,,,8,13
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1553663,BERTONE Oriane,Person,FRA,France,14.0,45.1,POINTS,,,,14,7
2024-08-08T12:03:56+02:00,CLBWBLCOMB------------SFNL000200--,CLBWBLCOMB,Women's Boulder & Lead,"Women's Boulder & Lead, Semifinal Lead",Semifinal - Lead,W,Sport Climbing,CLB,Le Bourget Climbing Venue,1898117,MACKENZIE Oceania,Person,AUS,Australia,14.0,45.1,POINTS,,,,11,10
