date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT
2024-07-31T10:47:43+02:00,TTEMSINGLES-----------R32-001100--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1544203,PITCHFORD Liam,Person,GBR,Great Britain,2,POINTS,L
2024-07-31T11:00:59+02:00,TTEMSINGLES-----------R32-000100--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1902301,WANG Chuqin,Person,CHN,China,2,POINTS,L
2024-07-31T11:00:59+02:00,TTEMSINGLES-----------R32-000100--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1563390,MOREGARD Truls,Person,SWE,Sweden,4,POINTS,W
2024-07-31T11:56:47+02:00,TTEMSINGLES-----------R32-001300--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1931099,HARIMOTO Tomokazu,Person,JPN,Japan,4,POINTS,W
2024-07-31T11:56:47+02:00,TTEMSINGLES-----------R32-001300--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1536215,ALAMIYAN Noshad,Person,IRI,IR Iran,2,POINTS,L
2024-07-31T12:04:31+02:00,TTEMSINGLES-----------R32-001400--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1954543,REDZIMSKI Milosz,Person,POL,Poland,3,POINTS,L
2024-07-31T12:04:31+02:00,TTEMSINGLES-----------R32-001400--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1879343,LIND Anders,Person,DEN,Denmark,4,POINTS,W
2024-07-31T12:47:14+02:00,TTEMSINGLES-----------R32-001600--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1962225,WONG Chun Ting,Person,HKG,"Hong Kong, China",1,POINTS,L
2024-07-31T12:47:14+02:00,TTEMSINGLES-----------R32-001600--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1902295,FAN Zhendong,Person,CHN,China,4,POINTS,W
2024-07-31T13:10:53+02:00,TTEMSINGLES-----------R32-001500--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1930828,JHA Kanak,Person,USA,United States,4,POINTS,W
2024-07-31T13:10:53+02:00,TTEMSINGLES-----------R32-001500--,TTEMSINGLES,Men's Singles,Men's Singles Round of 32,Round of 32,M,Table Tennis,TTE,South Paris Arena 4,1961352,GIONIS Panagiotis,Person,GRE,Greece,2,POINTS,L
2024-07-31T16:03:07+02:00,TTEMSINGLES-----------8FNL000200--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1902703,ASSAR Omar,Person,EGY,Egypt,4,POINTS,W
2024-07-31T16:03:07+02:00,TTEMSINGLES-----------8FNL000200--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1933504,GERASSIMENKO Kirill,Person,KAZ,Kazakhstan,2,POINTS,L
2024-07-31T16:06:01+02:00,TTEMSINGLES-----------8FNL000500--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1889177,LEBRUN Felix,Person,FRA,France,4,POINTS,W
2024-07-31T16:06:01+02:00,TTEMSINGLES-----------8FNL000500--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1542541,OVTCHAROV Dimitrij,Person,GER,Germany,3,POINTS,L
2024-07-31T17:01:09+02:00,TTEMSINGLES-----------8FNL000400--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1889176,LEBRUN Alexis,Person,FRA,France,1,POINTS,L
2024-07-31T17:01:09+02:00,TTEMSINGLES-----------8FNL000400--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1958377,CALDERANO Hugo,Person,BRA,Brazil,4,POINTS,W
2024-07-31T17:05:26+02:00,TTEMSINGLES-----------8FNL000300--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1936418,JANG Woojin,Person,KOR,Korea,4,POINTS,W
2024-07-31T17:05:26+02:00,TTEMSINGLES-----------8FNL000300--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1931109,TOGAMI Shunsuke,Person,JPN,Japan,0,POINTS,L
2024-07-31T17:48:49+02:00,TTEMSINGLES-----------8FNL000600--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1980863,JORGIC Darko,Person,SLO,Slovenia,0,POINTS,L
2024-07-31T17:48:49+02:00,TTEMSINGLES-----------8FNL000600--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1800795,LIN Yun-Ju,Person,TPE,Chinese Taipei,4,POINTS,W
2024-07-31T20:57:09+02:00,TTEMSINGLES-----------8FNL000100--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1563390,MOREGARD Truls,Person,SWE,Sweden,4,POINTS,W
2024-07-31T20:57:09+02:00,TTEMSINGLES-----------8FNL000100--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1803711,KAO Cheng-Jui,Person,TPE,Chinese Taipei,1,POINTS,L
2024-07-31T21:53:38+02:00,TTEMSINGLES-----------8FNL000700--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1931099,HARIMOTO Tomokazu,Person,JPN,Japan,4,POINTS,W
2024-07-31T21:53:38+02:00,TTEMSINGLES-----------8FNL000700--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1879343,LIND Anders,Person,DEN,Denmark,1,POINTS,L
2024-07-31T22:46:52+02:00,TTEMSINGLES-----------8FNL000800--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1930828,JHA Kanak,Person,USA,United States,0,POINTS,L
2024-07-31T22:46:52+02:00,TTEMSINGLES-----------8FNL000800--,TTEMSINGLES,Men's Singles,Men's Singles Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,1902295,FAN Zhendong,Person,CHN,China,4,POINTS,W
2024-08-01T11:33:55+02:00,TTEMSINGLES-----------QFNL000200--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1936418,JANG Woojin,Person,KOR,Korea,0,POINTS,L
2024-08-01T11:33:55+02:00,TTEMSINGLES-----------QFNL000200--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1958377,CALDERANO Hugo,Person,BRA,Brazil,4,POINTS,W
2024-08-01T16:20:20+02:00,TTEMSINGLES-----------QFNL000300--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1889177,LEBRUN Felix,Person,FRA,France,4,POINTS,W
2024-08-01T16:20:20+02:00,TTEMSINGLES-----------QFNL000300--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1800795,LIN Yun-Ju,Person,TPE,Chinese Taipei,3,POINTS,L
2024-08-01T18:23:55+02:00,TTEMSINGLES-----------QFNL000400--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1931099,HARIMOTO Tomokazu,Person,JPN,Japan,3,POINTS,L
2024-08-01T18:23:55+02:00,TTEMSINGLES-----------QFNL000400--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1902295,FAN Zhendong,Person,CHN,China,4,POINTS,W
2024-08-01T22:11:14+02:00,TTEMSINGLES-----------QFNL000100--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1563390,MOREGARD Truls,Person,SWE,Sweden,4,POINTS,W
2024-08-01T22:11:14+02:00,TTEMSINGLES-----------QFNL000100--,TTEMSINGLES,Men's Singles,Men's Singles Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,1902703,ASSAR Omar,Person,EGY,Egypt,1,POINTS,L
2024-08-02T11:38:43+02:00,TTEMSINGLES-----------SFNL000200--,TTEMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,1889177,LEBRUN Felix,Person,FRA,France,0,POINTS,L
2024-08-02T11:38:43+02:00,TTEMSINGLES-----------SFNL000200--,TTEMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,1902295,FAN Zhendong,Person,CHN,China,4,POINTS,W
2024-08-02T15:44:13+02:00,TTEMSINGLES-----------SFNL000100--,TTEMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,1563390,MOREGARD Truls,Person,SWE,Sweden,4,POINTS,W
2024-08-02T15:44:13+02:00,TTEMSINGLES-----------SFNL000100--,TTEMSINGLES,Men's Singles,Men's Singles Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,1958377,CALDERANO Hugo,Person,BRA,Brazil,2,POINTS,L
2024-08-04T14:05:34+02:00,TTEMSINGLES-----------FNL-000200--,TTEMSINGLES,Men's Singles,Men's Singles Bronze Medal Match,Bronze Medal Match,M,Table Tennis,TTE,South Paris Arena 4,1958377,CALDERANO Hugo,Person,BRA,Brazil,0,POINTS,L
2024-08-04T14:05:34+02:00,TTEMSINGLES-----------FNL-000200--,TTEMSINGLES,Men's Singles,Men's Singles Bronze Medal Match,Bronze Medal Match,M,Table Tennis,TTE,South Paris Arena 4,1889177,LEBRUN Felix,Person,FRA,France,4,POINTS,W
2024-08-04T15:25:11+02:00,TTEMSINGLES-----------FNL-000100--,TTEMSINGLES,Men's Singles,Men's Singles Gold Medal Match,Gold Medal Match,M,Table Tennis,TTE,South Paris Arena 4,1563390,MOREGARD Truls,Person,SWE,Sweden,1,POINTS,L
2024-08-04T15:25:11+02:00,TTEMSINGLES-----------FNL-000100--,TTEMSINGLES,Men's Singles,Men's Singles Gold Medal Match,Gold Medal Match,M,Table Tennis,TTE,South Paris Arena 4,1902295,FAN Zhendong,Person,CHN,China,4,POINTS,W
2024-08-05T12:12:49+02:00,TTEMTEAM--------------8FNL00070000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----SWE01,Sweden,Team,SWE,Sweden,3,POINTS,W
2024-08-05T12:12:49+02:00,TTEMTEAM--------------8FNL00070000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----DEN01,Denmark,Team,DEN,Denmark,0,POINTS,L
2024-08-05T12:15:45+02:00,TTEMTEAM--------------8FNL00060000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----EGY01,Egypt,Team,EGY,Egypt,0,POINTS,L
2024-08-05T12:15:45+02:00,TTEMTEAM--------------8FNL00060000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----TPE01,Chinese Taipei,Team,TPE,Chinese Taipei,3,POINTS,W
2024-08-05T16:37:45+02:00,TTEMTEAM--------------8FNL00050000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----JPN01,Japan,Team,JPN,Japan,3,POINTS,W
2024-08-05T16:37:45+02:00,TTEMTEAM--------------8FNL00050000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----AUS01,Australia,Team,AUS,Australia,0,POINTS,L
2024-08-05T18:02:33+02:00,TTEMTEAM--------------8FNL00030000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----POR01,Portugal,Team,POR,Portugal,1,POINTS,L
2024-08-05T18:02:33+02:00,TTEMTEAM--------------8FNL00030000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----BRA01,Brazil,Team,BRA,Brazil,3,POINTS,W
2024-08-05T21:37:19+02:00,TTEMTEAM--------------8FNL00040000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----SLO01,Slovenia,Team,SLO,Slovenia,0,POINTS,L
2024-08-05T21:37:19+02:00,TTEMTEAM--------------8FNL00040000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----FRA01,France,Team,FRA,France,3,POINTS,W
2024-08-05T21:41:04+02:00,TTEMTEAM--------------8FNL00080000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----CAN01,Canada,Team,CAN,Canada,0,POINTS,L
2024-08-05T21:41:04+02:00,TTEMTEAM--------------8FNL00080000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----GER01,Germany,Team,GER,Germany,3,POINTS,W
2024-08-06T11:32:31+02:00,TTEMTEAM--------------8FNL00020000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----CRO01,Croatia,Team,CRO,Croatia,0,POINTS,L
2024-08-06T11:32:31+02:00,TTEMTEAM--------------8FNL00020000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----KOR01,Republic of Korea,Team,KOR,Korea,3,POINTS,W
2024-08-06T11:40:27+02:00,TTEMTEAM--------------8FNL00010000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----CHN01,People's Republic of China,Team,CHN,China,3,POINTS,W
2024-08-06T11:40:27+02:00,TTEMTEAM--------------8FNL00010000,TTEMTEAM,Men's Team,Men's Team Round of 16,Round of 16,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----IND01,India,Team,IND,India,0,POINTS,L
2024-08-06T17:32:30+02:00,TTEMTEAM--------------QFNL00030000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----JPN01,Japan,Team,JPN,Japan,3,POINTS,W
2024-08-06T17:32:30+02:00,TTEMTEAM--------------QFNL00030000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----TPE01,Chinese Taipei,Team,TPE,Chinese Taipei,1,POINTS,L
2024-08-06T22:09:44+02:00,TTEMTEAM--------------QFNL00040000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----SWE01,Sweden,Team,SWE,Sweden,3,POINTS,W
2024-08-06T22:09:44+02:00,TTEMTEAM--------------QFNL00040000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----GER01,Germany,Team,GER,Germany,0,POINTS,L
2024-08-07T12:02:08+02:00,TTEMTEAM--------------QFNL00010000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----CHN01,People's Republic of China,Team,CHN,China,3,POINTS,W
2024-08-07T12:02:08+02:00,TTEMTEAM--------------QFNL00010000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----KOR01,Republic of Korea,Team,KOR,Korea,0,POINTS,L
2024-08-07T16:32:52+02:00,TTEMTEAM--------------QFNL00020000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----BRA01,Brazil,Team,BRA,Brazil,0,POINTS,L
2024-08-07T16:32:52+02:00,TTEMTEAM--------------QFNL00020000,TTEMTEAM,Men's Team,Men's Team Quarterfinal,Quarterfinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----FRA01,France,Team,FRA,France,3,POINTS,W
2024-08-07T23:40:51+02:00,TTEMTEAM--------------SFNL00020000,TTEMTEAM,Men's Team,Men's Team Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----JPN01,Japan,Team,JPN,Japan,2,POINTS,L
2024-08-07T23:40:51+02:00,TTEMTEAM--------------SFNL00020000,TTEMTEAM,Men's Team,Men's Team Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----SWE01,Sweden,Team,SWE,Sweden,3,POINTS,W
2024-08-08T11:59:51+02:00,TTEMTEAM--------------SFNL00010000,TTEMTEAM,Men's Team,Men's Team Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----CHN01,People's Republic of China,Team,CHN,China,3,POINTS,W
2024-08-08T11:59:51+02:00,TTEMTEAM--------------SFNL00010000,TTEMTEAM,Men's Team,Men's Team Semifinal,Semifinal,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----FRA01,France,Team,FRA,France,0,POINTS,L
2024-08-09T13:22:39+02:00,TTEMTEAM--------------FNL-00020000,TTEMTEAM,Men's Team,Men's Team Bronze Medal Team Match,Bronze Medal Team Match,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----FRA01,France,Team,FRA,France,3,POINTS,W
2024-08-09T13:22:39+02:00,TTEMTEAM--------------FNL-00020000,TTEMTEAM,Men's Team,Men's Team Bronze Medal Team Match,Bronze Medal Team Match,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----JPN01,Japan,Team,JPN,Japan,2,POINTS,L
2024-08-09T17:41:19+02:00,TTEMTEAM--------------FNL-00010000,TTEMTEAM,Men's Team,Men's Team Gold Medal Team Match,Gold Medal Team Match,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----CHN01,People's Republic of China,Team,CHN,China,3,POINTS,W
2024-08-09T17:41:19+02:00,TTEMTEAM--------------FNL-00010000,TTEMTEAM,Men's Team,Men's Team Gold Medal Team Match,Gold Medal Team Match,M,Table Tennis,TTE,South Paris Arena 4,TTEMTEAM----SWE01,Sweden,Team,SWE,Sweden,0,POINTS,L
2024-07-27T17:19:12+02:00,TTEXDOUBLES-----------8FNL000100--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-CHN01,WANG Chuqin / SUN Yingsha,Team,CHN,China,4,POINTS,W
2024-07-27T17:19:12+02:00,TTEXDOUBLES-----------8FNL000100--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-EGY01,ASSAR Omar / MESHREF Dina,Team,EGY,Egypt,0,POINTS,L
2024-07-27T17:26:06+02:00,TTEXDOUBLES-----------8FNL000300--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-ROU01,IONESCU Ovidiu / SZOCS Bernadette,Team,ROU,Romania,4,POINTS,W
2024-07-27T17:26:06+02:00,TTEXDOUBLES-----------8FNL000300--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-AUS01,LUM Nicholas / JEE Minhyung,Team,AUS,Australia,1,POINTS,L
2024-07-27T17:26:10+02:00,TTEXDOUBLES-----------8FNL000400--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-GER01,QIU Dang / MITTELHAM Nina,Team,GER,Germany,0,POINTS,L
2024-07-27T17:26:10+02:00,TTEXDOUBLES-----------8FNL000400--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-KOR01,LIM Jonghoon / SHIN Yubin,Team,KOR,Korea,4,POINTS,W
2024-07-27T17:35:49+02:00,TTEXDOUBLES-----------8FNL000800--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-PRK01,RI Jong Sik / KIM Kum Yong,Team,PRK,DPR Korea,4,POINTS,W
2024-07-27T17:35:49+02:00,TTEXDOUBLES-----------8FNL000800--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-JPN01,HARIMOTO Tomokazu / HAYATA Hina,Team,JPN,Japan,1,POINTS,L
2024-07-27T18:24:06+02:00,TTEXDOUBLES-----------8FNL000700--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-SWE01,KARLSSON Kristian / KALLBERG Christina,Team,SWE,Sweden,4,POINTS,W
2024-07-27T18:24:06+02:00,TTEXDOUBLES-----------8FNL000700--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-CUB01,CAMPOS Jorge / FONSECA Daniela,Team,CUB,Cuba,1,POINTS,L
2024-07-27T18:24:13+02:00,TTEXDOUBLES-----------8FNL000500--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-HKG01,WONG Chun Ting / DOO Hoi Kem,Team,HKG,"Hong Kong, China",4,POINTS,W
2024-07-27T18:24:13+02:00,TTEXDOUBLES-----------8FNL000500--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-HUN01,ECSEKI Nandor / MADARASZ Dora,Team,HUN,Hungary,1,POINTS,L
2024-07-27T18:34:06+02:00,TTEXDOUBLES-----------8FNL000200--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-FRA01,LEBRUN Alexis / YUAN Jia Nan,Team,FRA,France,2,POINTS,L
2024-07-27T18:34:06+02:00,TTEXDOUBLES-----------8FNL000200--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-TPE01,LIN Yun-Ju / CHEN Szu-Yu,Team,TPE,Chinese Taipei,4,POINTS,W
2024-07-27T18:34:11+02:00,TTEXDOUBLES-----------8FNL000600--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-BRA01,ISHIY Vitor / TAKAHASHI Bruna,Team,BRA,Brazil,2,POINTS,L
2024-07-27T18:34:11+02:00,TTEXDOUBLES-----------8FNL000600--,TTEXDOUBLES,Mixed Doubles,Mixed Doubles Round of 16,Round of 16,X,Table Tennis,TTE,South Paris Arena 4,TTEXDOUBLES-ESP01,ROBLES Alvaro / XIAO Maria,Team,ESP,Spain,4,POINTS,W
