code,current,name,gender,function,category,country_code,country,country_long,disciplines,events,birth_date
1895279,True,JENSEN Jesper,Male,Head Coach,C,DEN,Denmark,Denmark,Handball,Women,1977-10-30
1895408,True,SOYEZ Frederic,Male,Head Coach,C,FRA,France,France,Hockey,,1978-02-11
1895409,True,SALA Ramon,Male,Assistant Coach,C,FRA,France,France,Hockey,,1971-08-08
1895410,True,LOMBI Jorge,Male,Assistant Coach,C,FRA,France,France,Hockey,,1971-11-01
1895517,True,SZUCS Robert,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,1972-11-10
1895520,True,TRENKA Janos,Male,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,,1979-10-07
1896158,True,HARVEY Mike,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,1989-09-21
1896160,True,MAIZEROI Torann,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,1989-04-01
1896164,True,MILLER Nelson,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,1965-11-18
1896167,True,STAMPER Martin,Male,Coach,C,GBR,Great Britain,Great Britain,Taekwondo,,1986-08-21
1896246,True,POLJAKOVA Shanna,Female,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,1960-09-12
1896251,True,BELENKI Valeri,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,1969-09-05
1896252,True,CATANOIU Grigore,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,1969-12-28
1896253,True,BRYLOK Hubert,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,1960-02-10
1896258,True,TEMME Kay,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,1971-08-16
1896262,True,PFEFFER Camilla,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,,1993-01-24
1896275,True,RASKINA Yuliya,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,,1982-04-09
1896279,True,CAMICIOTTI Giacomo,Male,Coach,C,GER,Germany,Germany,Artistic Gymnastics,,1985-05-20
1896290,True,DUNAVSKA MINEKOVA Kameliya,Female,Coach,C,GER,Germany,Germany,Rhythmic Gymnastics,,1969-04-21
1896562,True,PARECKI Antoni Jerzy,Male,Assistant Coach,C,JPN,Japan,Japan,Handball,Men,1960-06-13
1896698,True,SNYMAN Philip,Male,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,Men,1987-03-26
1896700,True,LUCKAN Ghafoer,Male,Assistant Coach,C,RSA,South Africa,South Africa,Rugby Sevens,Men,1985-12-18
1897091,True,GONZALEZ NUNEZ Arlen,Male,Coach,C,CUB,Cuba,Cuba,Taekwondo,,1974-05-26
1897234,True,SHARABI Yechiam,Male,Coach,C,ISR,Israel,Israel,Taekwondo,,1978-08-27
1897292,True,BLECHER SIDOROVA Svetlana,Female,Coach,C,ISR,Israel,Israel,Artistic Swimming,Duet,1965-06-17
1897395,True,ABDELRAHMAN Osama,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,1973-11-27
1897398,True,YOUSSEF Mohamed,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,,1977-03-05
1897518,True,ZAITSEVA Olesia,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Swimming,Duet,1974-11-08
1897547,True,SARTYNSKYI Gennadii,Male,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,,1953-10-30
1897548,True,GORBACHEVA Iryna,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,,1984-07-04
1897550,True,KAIUKOVA Iuliia,Female,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,,1989-08-22
1897590,True,DERYUGINA Iryna,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,,1958-01-11
1897591,True,BLOKHINA Iryna,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,,1983-01-15
1897592,True,KARDASH Maryna,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,,1974-05-20
1897594,True,VASYLIEVA Marharyta,Female,Coach,C,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,,1999-05-02
1897752,True,KHOLOD Maryna,Female,Coach,C,NZL,New Zealand,New Zealand,Artistic Swimming,Duet,1980-08-23
1897775,True,RA Sanghyun,Male,Coach,C,FIJ,Fiji,Fiji,Taekwondo,,1972-07-26
1897904,True,KIM Hyou Mi,Female,Coach,C,KOR,Korea,Republic of Korea,Artistic Swimming,Duet,1983-11-30
1898398,True,ROSILLO ATENCIA Jose Antonio,Male,Coach,C,NOR,Norway,Norway,Taekwondo,,1990-05-20
1898540,True,LAI Yawen,Female,Assistant Coach,C,CHN,China,People's Republic of China,Volleyball,Women,
1898944,True,HERBERT Gordie,Male,Coach,C,GER,Germany,Germany,Basketball,Men,1959-02-16
1898950,True,THOMAIDIS Lisa,Female,Coach,C,GER,Germany,Germany,Basketball,Women,1971-07-23
1898951,True,PARSONS Sidney,Female,Assistant Coach,C,GER,Germany,Germany,Basketball,Women,1987-12-05
1898953,True,MEADOWS Clarissa,Female,Assistant Coach,C,GER,Germany,Germany,Basketball,Women,1984-05-28
1898956,True,THUSS Anne,Female,Coach,C,GER,Germany,Germany,Basketball,,1963-01-30
1898959,True,PERWAS Klaus,Male,Assistant Coach,C,GER,Germany,Germany,Basketball,Men,1971-03-08
1898960,True,BRIELMEIER Bret,Male,Coach,C,GER,Germany,Germany,Basketball,,1985-11-28
1898962,True,HERBERT Daniel,Male,Assistant Coach,C,GER,Germany,Germany,Basketball,Men,1994-09-28
1899054,True,REVINGTON Paul,Male,Head Coach,C,GBR,Great Britain,Great Britain,Hockey,,1973-09-07
1899056,True,BROWNE Kwan,Male,Coach,C,GBR,Great Britain,Great Britain,Hockey,,1977-12-11
1899057,True,GLYNN Katie,Female,Assistant Coach,C,GBR,Great Britain,Great Britain,Hockey,,1989-03-14
1899058,True,HICKMAN Mark,Male,Coach,C,GBR,Great Britain,Great Britain,Hockey,,1973-08-22
1899060,True,PAUL Jody,Male,Coach,C,GBR,Great Britain,Great Britain,Hockey,,1976-05-25
1899061,True,RALPH David,Male,Head Coach,C,GBR,Great Britain,Great Britain,Hockey,,1972-08-17
1899062,True,SIEBEN Craig,Male,Coach,C,GBR,Great Britain,Great Britain,Hockey,,1983-09-29
1899085,True,GRESKOWIAK Arne,Male,Coach,C,GER,Germany,Germany,Basketball,,1984-07-28
1899175,True,HOLGUIN Ramon,Male,Coach,C,DOM,Dominican Republic,Dominican Republic,Artistic Gymnastics,,1974-05-19
1899285,True,WUDTKE Erik,Male,Assistant Coach,C,GER,Germany,Germany,Handball,Men,1972-07-17
1899286,True,BEPPLER Jochen,Male,Assistant Coach,C,GER,Germany,Germany,Handball,Women,1979-08-30
1899289,True,ANDERSSON Mattias,Male,Assistant Coach,C,GER,Germany,Germany,Handball,Men,1978-03-29
1899294,True,GISLASON Alfred,Male,Head Coach,C,GER,Germany,Germany,Handball,Men,1959-09-07
1899296,True,GAUGISCH Markus,Male,Head Coach,C,GER,Germany,Germany,Handball,Women,1974-04-20
1899298,True,JANKOVIC Jasmina,Female,Assistant Coach,C,GER,Germany,Germany,Handball,Women,1986-12-06
1900728,True,HENRY Thierry,Male,Head Coach,C,FRA,France,France,Football,Men,1977-08-17
1900729,True,BATICLE Gerald,Male,Assistant Coach,C,FRA,France,France,Football,Men,1969-09-10
1900730,True,CLICHY Gael,Male,Assistant Coach,C,FRA,France,France,Football,Men,1985-07-26
1900731,True,JANOT Jeremie,Male,Goalkeeper Coach,C,FRA,France,France,Football,Men,1977-10-11
1901253,True,PEREIRA BRAVO Joao,Male,Assistant Coach,C,CAN,Canada,Canada,Volleyball,Men,1979-01-07
1901258,True,SAMMELVUO Tuomas,Male,Head Coach,C,CAN,Canada,Canada,Volleyball,Men,1976-02-16
1901261,True,HAWKINS Michael,Male,Assistant Coach,C,CAN,Canada,Canada,Volleyball,Men,1989-10-24
1901805,True,ZHENG Wei,Female,Coach,C,CHN,China,People's Republic of China,Basketball,Women,1968-09-26
1901806,True,JIA Nan,Male,Coach,C,CHN,China,People's Republic of China,Basketball,,1974-03-03
1901810,True,PARK Myungsoo,Male,Assistant Coach,C,CHN,China,People's Republic of China,Basketball,,1962-02-22
1901818,True,RUPEREZ Cesar,Male,Assistant Coach,C,CHN,China,People's Republic of China,Basketball,Women,1975-05-17
1901832,True,USUI Tomohiro,Male,Coach,C,JPN,Japan,Japan,Basketball,,1991-07-19
1901835,True,KONNO Kakeru,Male,Assistant Coach,C,JPN,Japan,Japan,Basketball,,1994-01-26
1901836,True,SUZUKI Yoshikazu,Male,Assistant Coach,C,JPN,Japan,Japan,Basketball,Women,1979-06-08
1901839,True,ONZUKA Toru,Male,Coach,C,JPN,Japan,Japan,Basketball,Women,1979-06-05
1901846,True,SASSA Norio,Male,Coach,C,JPN,Japan,Japan,Basketball,,1984-05-13
1901849,True,GAINES Corey,Male,Assistant Coach,C,JPN,Japan,Japan,Basketball,Men,1965-06-01
1901850,True,HOVASSE Tom,Male,Coach,C,JPN,Japan,Japan,Basketball,Men,1967-01-31
1901851,True,KATSUHISA Geoffrey,Male,Assistant Coach,C,JPN,Japan,Japan,Basketball,,1981-05-18
1902695,True,CHOI Chatchai,Male,Coach,C,THA,Thailand,Thailand,Taekwondo,,1974-04-30
1902795,True,SONKHAM Chanatip,Female,Coach,C,THA,Thailand,Thailand,Taekwondo,,1991-03-01
1902914,True,RUSEK Pawel,Male,Assistant Coach,C,POL,Poland,Poland,Volleyball,Men,1983-01-21
1902918,True,GRBIC Nikola,Male,Head Coach,C,POL,Poland,Poland,Volleyball,Men,1973-09-06
1902919,True,SWACZYNA Adam,Male,Assistant Coach,C,POL,Poland,Poland,Volleyball,Men,1989-05-04
1903371,True,MATOSEVIC Valter,Male,Assistant Coach,C,CRO,Croatia,Croatia,Handball,Men,1970-06-11
1903379,True,SIGURDSSON Dagur,Male,Head Coach,C,CRO,Croatia,Croatia,Handball,Men,1973-04-03
1903381,True,SPOLJARIC Denis,Male,Assistant Coach,C,CRO,Croatia,Croatia,Handball,Men,1979-08-20
1903569,True,DUPUIS Kevin,Male,Coach,C,FRA,France,France,Artistic Gymnastics,,1991-10-12
1903570,True,GEORGE Martine,Female,Coach,C,FRA,France,France,Artistic Gymnastics,,1974-10-19
1903575,True,POTAPENKO Valentin,Male,Coach,C,FRA,France,France,Artistic Gymnastics,,1956-01-14
1903577,True,HAGARD Monique,Female,Coach,C,FRA,France,France,Artistic Gymnastics,,1965-12-08
1903584,True,BARANOVA VOLCHETSKAYA Anna,Female,Coach,C,FRA,France,France,Rhythmic Gymnastics,,1952-03-03
1903585,True,BAYON Sara,Female,Coach,C,FRA,France,France,Rhythmic Gymnastics,,1981-05-19
1903590,True,GUILLIERE Katia,Female,Coach,C,FRA,France,France,Rhythmic Gymnastics,,1973-12-02
1903594,True,MILAN Gregory,Male,Coach,C,FRA,France,France,Rhythmic Gymnastics,,1973-03-15
1903707,True,ABDELFATTAH Aziza,Female,Coach,C,EGY,Egypt,Egypt,Artistic Swimming,Team,1990-12-08
1903722,True,MOHAMED Mai,Female,Coach,C,EGY,Egypt,Egypt,Artistic Swimming,Duet,1990-04-04
1903754,True,LATIF Yasmine,Female,Coach,C,EGY,Egypt,Egypt,Artistic Swimming,Team,1982-12-12
1903771,True,FABRE Julie,Female,Coach,C,FRA,France,France,Artistic Swimming,Team,1976-06-27
1903772,True,OBRY Laure,Female,Coach,C,FRA,France,France,Artistic Swimming,Team,1978-07-02
1903773,True,ANNEQUIN Marie,Female,Coach,C,FRA,France,France,Artistic Swimming,,1992-02-19
1903829,True,ANGILLIS Pascal,Male,Assistant Coach,C,BEL,Belgium,Belgium,Basketball,,1972-03-06
1903832,True,KAISER Pierre-Yves,Male,Coach,C,BEL,Belgium,Belgium,Basketball,,1988-06-16
1903833,True,LORENT Jill,Female,Assistant Coach,C,BEL,Belgium,Belgium,Basketball,Women,1987-08-31
1903888,True,de SCHEPPER Bram,Male,Coach,C,BEL,Belgium,Belgium,Artistic Gymnastics,,1988-07-07
1903889,True,DECKX Stefan,Male,Coach,C,BEL,Belgium,Belgium,Artistic Gymnastics,,1979-02-09
1903900,True,RECKINGER Xavier,Male,Assistant Coach,C,BEL,Belgium,Belgium,Hockey,Men,1983-12-20
1904214,True,JEONG Eul Jin,Male,Coach,C,KOR,Korea,Republic of Korea,Taekwondo,,1971-04-23
1904215,True,KANG Bo Hyeon,Female,Coach,C,KOR,Korea,Republic of Korea,Taekwondo,,1991-09-08
1904220,True,LEE Dongchul,Male,Coach,C,KOR,Korea,Republic of Korea,Taekwondo,,1978-03-18
1904221,True,OH Hyeri,Female,Coach,C,KOR,Korea,Republic of Korea,Taekwondo,,1988-04-30
1904223,True,SON Hyo Bong,Male,Coach,C,KOR,Korea,Republic of Korea,Taekwondo,,1972-04-12
1904759,True,BEAGLEY Michael,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1968-11-07
1904761,True,CLAY Jenny,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1988-05-17
1904762,True,COLLIE Barry,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1979-01-10
1904765,True,HALL Paul,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1964-04-29
1904766,True,HANN Scott,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1980-06-26
1904767,True,HOWELLS Ben,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1976-03-27
1904768,True,INCE Brett,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1988-05-23
1904769,True,KENWRIGHT David,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1963-04-25
1904771,True,RICHARDSON Joshua,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1991-03-15
1904772,True,RICHARDSON Molly,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1995-04-12
1904775,True,TRANDABURU Ionut,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,,1977-03-29
1904996,True,JANKOVSKY Viktor,Male,Coach,C,CZE,Czechia,Czechia,Taekwondo,,1988-08-16
1904998,True,ZHEREBCHEVSKYI Anton,Male,Coach,C,CZE,Czechia,Czechia,Taekwondo,,1989-10-21
1904999,True,HYBRANT Bohuslav,Male,Coach,C,CZE,Czechia,Czechia,Taekwondo,,1968-03-13
1906041,True,FOULARD Gael,Male,Head Coach,C,FRA,France,France,Hockey,,1972-04-16
1906042,True,JAQUET Nicolas,Male,Assistant Coach,C,FRA,France,France,Hockey,,1976-05-06
1906448,True,LORANTOS Theodoros,Male,Head Coach,C,FRA,France,France,Water Polo,Women,1971-07-05
1906454,True,DERENTY Lorene,Female,Assistant Coach,C,FRA,France,France,Water Polo,Women,1994-09-04
1906462,True,BRUZZO Florian,Male,Head Coach,C,FRA,France,France,Water Polo,Men,1982-06-12
1906468,True,KOBESCAK Vjekoslav,Male,Assistant Coach,C,FRA,France,France,Water Polo,Men,1974-01-20
1908234,True,MENDEZ Marcelo,Male,Head Coach,C,ARG,Argentina,Argentina,Volleyball,Men,1964-06-20
1908241,True,LOPEZ Martin,Male,Assistant Coach,C,ARG,Argentina,Argentina,Volleyball,Men,1980-10-17
1908245,True,RICO GOLBA Pablo,Male,Assistant Coach,C,ARG,Argentina,Argentina,Volleyball,Men,1966-11-03
1908299,True,ALVAREZ Jorge,Male,Coach,C,ARG,Argentina,Argentina,Taekwondo,,1989-06-23
1908401,True,ARROYO Gavin,Male,Assistant Coach,C,USA,United States,United States of America,Water Polo,Men,1972-05-10
1908402,True,UDOVICIC Dejan,Male,Head Coach,C,USA,United States,United States of America,Water Polo,Men,1970-07-26
1908403,True,USTASZEWSKI Matt,Male,Assistant Coach,C,USA,United States,United States of America,Water Polo,Men,1981-05-17
1908408,True,CAHILL Molly,Female,Assistant Coach,C,USA,United States,United States of America,Water Polo,Women,1985-04-21
1908409,True,KRIKORIAN Adam,Male,Head Coach,C,USA,United States,United States of America,Water Polo,Women,1974-07-22
1908410,True,OEDING Chris,Male,Assistant Coach,C,USA,United States,United States of America,Water Polo,Women,1971-09-10
1908549,True,AMADOU Soumaila,Male,Coach,C,NIG,Niger,Niger,Taekwondo,,1967-10-09
1908649,True,KWIEK Marcos,Male,Head Coach,C,DOM,Dominican Republic,Dominican Republic,Volleyball,Women,1967-07-18
1908654,True,ROCHA PACHECO Wagner,Male,Assistant Coach,C,DOM,Dominican Republic,Dominican Republic,Volleyball,Women,1977-01-26
1908776,True,YAMAMOTO Hayato,Male,Assistant Coach,C,JPN,Japan,Japan,Rugby Sevens,Women,1982-04-16
1908788,True,AMOR Simon Daniel Edward,Male,Head Coach,C,JPN,Japan,Japan,Rugby Sevens,Men,1979-04-25
1908796,True,SUZUKI Takashi,Male,Head Coach,C,JPN,Japan,Japan,Rugby Sevens,Women,1981-01-18
1908800,True,SAKATA Takahiro,Male,Assistant Coach,C,JPN,Japan,Japan,Rugby Sevens,Men,1971-04-07
1908801,True,UMEDA Koichi,Male,Assistant Coach,C,JPN,Japan,Japan,Rugby Sevens,Men,1987-05-30
1908804,True,KANEMATSU Yuka,Female,Assistant Coach,C,JPN,Japan,Japan,Rugby Sevens,Women,1982-06-17
1908808,True,SANCHEZ DURAN Wilson,Male,Assistant Coach,C,DOM,Dominican Republic,Dominican Republic,Volleyball,Women,1977-07-01
1908861,True,ZHANG Xiaohuan,Female,Coach,C,CHN,China,People's Republic of China,Artistic Swimming,Team,1980-08-19
1908862,True,WANG Jiuli,Female,Coach,C,CHN,China,People's Republic of China,Artistic Swimming,Duet,1969-04-27
1908863,True,HE Xiaochu,Female,Coach,C,CHN,China,People's Republic of China,Artistic Swimming,,1982-04-04
1908864,True,SHEN Yingsha,Female,Coach,C,CHN,China,People's Republic of China,Artistic Swimming,,1979-01-05
1908865,True,TARRES CAMPA Ana,Female,Coach,C,CHN,China,People's Republic of China,Artistic Swimming,Team,1967-10-19
1908866,True,ZHAO Dantong,Female,Coach,C,CHN,China,People's Republic of China,Artistic Swimming,,1989-01-13
1909191,True,BUGDAEV Kurban,Male,Coach,C,KSA,Saudi Arabia,Saudi Arabia,Taekwondo,,1980-06-23
1909799,True,ASMOLOV Natalia,Female,Coach,C,ISR,Israel,Israel,Rhythmic Gymnastics,,1961-05-19
1909813,True,MAYRIN Ida,Female,Coach,C,ISR,Israel,Israel,Rhythmic Gymnastics,,1997-10-30
1909827,True,SZUCS Krisztian,Male,Coach,C,HUN,Hungary,Hungary,Taekwondo,,2000-12-11
1909847,True,STSIAPANAVA Natalia,Female,Coach,C,ISR,Israel,Israel,Rhythmic Gymnastics,,1973-10-27
1909857,True,VAISBURG Sergei,Male,Coach,C,ISR,Israel,Israel,Artistic Gymnastics,,1965-04-28
1909866,True,KLEFNER BEN SHIMOL Moran,Female,Coach,C,ISR,Israel,Israel,Artistic Gymnastics,,1982-06-24
1909923,True,ELNAFRAWY Mohamed,Male,Assistant Coach,C,EGY,Egypt,Egypt,Volleyball,Men,1983-06-09
1909939,True,BEN JABALLAH Maaouia,Male,Coach,C,TUN,Tunisia,Tunisia,Archery,,1957-06-28
1910378,True,GUAN Jianmin,Male,Coach,C,CHN,China,People's Republic of China,Taekwondo,,1963-05-06
1910380,True,KIM Young Jin,Male,Coach,C,CHN,China,People's Republic of China,Taekwondo,,1976-12-11
1910382,True,KONG Fantao,Female,Coach,C,CHN,China,People's Republic of China,Taekwondo,,1978-03-13
1910489,True,ZUSSMAN Ayelet,Female,Coach,C,ISR,Israel,Israel,Rhythmic Gymnastics,,1979-03-27
1910511,True,SAMOFALOV Ela,Female,Coach,C,ISR,Israel,Israel,Rhythmic Gymnastics,,1966-05-09
1911256,True,ARZA Carlos Vivier,Male,Head Coach,C,ANG,Angola,Angola,Handball,Women,1973-10-24
1912238,True,CATITO Nelson,Male,Assistant Coach,C,ANG,Angola,Angola,Handball,Women,1969-09-21
1913681,True,CAI Bin,Male,Head Coach,C,CHN,China,People's Republic of China,Volleyball,Women,1966-10-04
1913682,True,LI Yanlong,Male,Assistant Coach,C,CHN,China,People's Republic of China,Volleyball,Women,1980-03-22
1913683,True,YUAN Zhi,Male,Assistant Coach,C,CHN,China,People's Republic of China,Volleyball,Women,1981-09-29
1914566,True,HYTTEL Tobias,Male,Coach,C,DEN,Denmark,Denmark,Taekwondo,,2002-01-06
1914822,True,SETTA Tarik,Male,Coach,C,DEN,Denmark,Denmark,Taekwondo,,1981-01-18
1914903,True,ACHARKI Aziz,Male,Coach,C,DEN,Denmark,Denmark,Taekwondo,,1972-03-27
1915796,True,TUCAK Ivica,Male,Head Coach,C,CRO,Croatia,Croatia,Water Polo,Men,1970-02-08
1915797,True,POSINKOVIC Renco,Male,Assistant Coach,C,CRO,Croatia,Croatia,Water Polo,Men,1964-01-04
1915807,True,MARELJA Jure,Male,Assistant Coach,C,CRO,Croatia,Croatia,Water Polo,Men,1980-04-01
1915986,True,COURTEIX David,Male,Head Coach,C,FRA,France,France,Rugby Sevens,Women,1972-05-30
1915987,True,IGARZA Germain,Male,Assistant Coach,C,FRA,France,France,Rugby Sevens,Women,1983-06-06
1917115,True,COULIBALY Abdoulaye,Male,Assistant Coach,C,MLI,Mali,Mali,Football,,1985-03-18
1917164,True,DIALLO Badara Alou,Male,Head Coach,C,MLI,Mali,Mali,Football,Men,1969-12-31
1917720,True,DUNPHY Marv,Male,2nd Assistant Coach,C,USA,United States,United States of America,Volleyball,Women,1948-01-07
1917721,True,KIRALY Karch,Male,Head Coach,C,USA,United States,United States of America,Volleyball,Women,1960-11-03
1917722,True,MIYASHIRO Tama,Female,Assistant Coach,C,USA,United States,United States of America,Volleyball,Women,1987-07-08
1917723,True,REFT Alfee,Male,Assistant Coach,C,USA,United States,United States of America,Volleyball,Women,1982-12-15
