date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,qualification_mark,start_order
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901556,CAO Yuan,Person,CHN,China,1.0,500.15,POINTS,,Q,5
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1891685,TAMAI Rikuto,Person,JPN,Japan,2.0,497.15,POINTS,3.00,Q,11
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1959146,WIENS Rylan,Person,CAN,Canada,3.0,485.25,POINTS,14.90,Q,22
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901554,YANG Hao,Person,CHN,China,4.0,479.80,POINTS,20.35,Q,10
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1897456,SEREDA Oleksii,Person,UKR,Ukraine,5.0,479.45,POINTS,20.70,Q,18
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1535343,WILLARS VALDEZ Randal,Person,MEX,Mexico,6.0,460.75,POINTS,39.40,Q,9
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1940403,ROUSSEAU Cassiel,Person,AUS,Australia,7.0,453.10,POINTS,47.05,Q,8
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1900857,WILLIAMS Noah,Person,GBR,Great Britain,8.0,446.70,POINTS,53.45,Q,16
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1900847,KOTHARI Kyle,Person,GBR,Great Britain,9.0,433.10,POINTS,67.05,Q,13
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1959132,ZSOMBOR-MURRAY Nathan,Person,CAN,Canada,10.0,407.20,POINTS,92.95,Q,25
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1535345,BERLIN REYES Kevin,Person,MEX,Mexico,11.0,407.15,POINTS,93.00,Q,23
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1907200,BARTHEL Timo,Person,GER,Germany,12.0,402.65,POINTS,97.50,Q,3
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1954192,LOSCHIAVO Brandon,Person,USA,United States,13.0,393.65,POINTS,106.50,Q,2
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1940411,BOWSHIRE Jaxon,Person,AUS,Australia,14.0,390.30,POINTS,109.85,Q,26
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1925693,GIOVANNINI Riccardo,Person,ITA,Italy,15.0,387.65,POINTS,112.50,Q,7
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1925645,LARSEN Andreas Sargent,Person,ITA,Italy,16.0,369.50,POINTS,130.65,Q,12
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901688,SHIN Jungwhi,Person,KOR,Korea,17.0,369.20,POINTS,130.95,Q,15
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1879437,LUKASZEWICZ Robert,Person,POL,Poland,18.0,366.05,POINTS,134.10,Q,24
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1954212,TYLER Carson,Person,USA,United States,19.0,363.75,POINTS,136.40,R,19
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1544208,SOLARTE Alejandro,Person,COL,Colombia,20.0,363.10,POINTS,137.05,R,20
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1546314,MYALIN Igor,Person,UZB,Uzbekistan,21.0,357.10,POINTS,143.05,,4
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1980119,IM Yong Myong,Person,PRK,DPR Korea,22.0,347.10,POINTS,153.05,,6
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1565173,KNOLL Anton,Person,AUT,Austria,23.0,321.55,POINTS,178.60,,17
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901648,KIM Yeongtaek,Person,KOR,Korea,24.0,320.40,POINTS,179.75,,1
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1535914,ANAK LISES Bertrand Rhodict,Person,MAS,Malaysia,25.0,313.70,POINTS,186.45,,14
2024-08-09T12:30:56+02:00,DIVM10M---------------PREL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1889254,SOBHY Ramez,Person,EGY,Egypt,26.0,266.95,POINTS,233.20,,21
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1901556,CAO Yuan,Person,CHN,China,1.0,504.00,POINTS,,Q,18
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1901554,YANG Hao,Person,CHN,China,2.0,490.55,POINTS,13.45,Q,15
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1891685,TAMAI Rikuto,Person,JPN,Japan,3.0,477.00,POINTS,27.00,Q,17
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1940403,ROUSSEAU Cassiel,Person,AUS,Australia,4.0,469.25,POINTS,34.75,Q,12
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1959146,WIENS Rylan,Person,CAN,Canada,5.0,468.40,POINTS,35.60,Q,16
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1900847,KOTHARI Kyle,Person,GBR,Great Britain,6.0,443.55,POINTS,60.45,Q,10
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1535343,WILLARS VALDEZ Randal,Person,MEX,Mexico,7.0,432.45,POINTS,71.55,Q,13
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1535345,BERLIN REYES Kevin,Person,MEX,Mexico,8.0,428.65,POINTS,75.35,Q,8
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1907200,BARTHEL Timo,Person,GER,Germany,9.0,411.50,POINTS,92.50,Q,7
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1959132,ZSOMBOR-MURRAY Nathan,Person,CAN,Canada,10.0,410.80,POINTS,93.20,Q,9
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1897456,SEREDA Oleksii,Person,UKR,Ukraine,11.0,405.05,POINTS,98.95,Q,14
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1900857,WILLIAMS Noah,Person,GBR,Great Britain,12.0,400.90,POINTS,103.10,Q,11
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1925693,GIOVANNINI Riccardo,Person,ITA,Italy,13.0,400.65,POINTS,103.35,R,4
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1879437,LUKASZEWICZ Robert,Person,POL,Poland,14.0,396.45,POINTS,107.55,R,1
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1925645,LARSEN Andreas Sargent,Person,ITA,Italy,15.0,394.15,POINTS,109.85,,3
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1940411,BOWSHIRE Jaxon,Person,AUS,Australia,16.0,379.40,POINTS,124.60,,5
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1954192,LOSCHIAVO Brandon,Person,USA,United States,17.0,372.45,POINTS,131.55,,6
2024-08-10T11:58:16+02:00,DIVM10M---------------SFNL000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1901688,SHIN Jungwhi,Person,KOR,Korea,18.0,290.60,POINTS,213.40,,2
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1901556,CAO Yuan,Person,CHN,China,1.0,547.50,POINTS,,,12
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1891685,TAMAI Rikuto,Person,JPN,Japan,2.0,507.65,POINTS,39.85,,10
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1900857,WILLIAMS Noah,Person,GBR,Great Britain,3.0,497.35,POINTS,50.15,,1
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1940403,ROUSSEAU Cassiel,Person,AUS,Australia,4.0,481.00,POINTS,66.50,,9
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1535343,WILLARS VALDEZ Randal,Person,MEX,Mexico,5.0,478.40,POINTS,69.10,,6
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1907200,BARTHEL Timo,Person,GER,Germany,6.0,446.20,POINTS,101.30,,4
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1959146,WIENS Rylan,Person,CAN,Canada,7.0,445.60,POINTS,101.90,,8
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1897456,SEREDA Oleksii,Person,UKR,Ukraine,8.0,426.90,POINTS,120.60,,2
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1535345,BERLIN REYES Kevin,Person,MEX,Mexico,9.0,420.65,POINTS,126.85,,5
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1959132,ZSOMBOR-MURRAY Nathan,Person,CAN,Canada,10.0,404.90,POINTS,142.60,,3
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1900847,KOTHARI Kyle,Person,GBR,Great Britain,11.0,401.55,POINTS,145.95,,7
2024-08-10T16:26:48+02:00,DIVM10M---------------FNL-000100--,DIVM10M,Men's 10m Platform,Men's 10m Platform Final,Final,M,Diving,DIV,Aquatics Centre,1901554,YANG Hao,Person,CHN,China,12.0,390.20,POINTS,157.30,,11
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901549,WANG Zongyuan,Person,CHN,China,1.0,530.65,POINTS,,Q,17
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901550,XIE Siyi,Person,CHN,China,2.0,509.60,POINTS,21.05,Q,14
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1900848,LAUGHER Jack,Person,GBR,Great Britain,3.0,468.30,POINTS,62.35,Q,21
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1900845,HOULDEN Jordan Christopher,Person,GBR,Great Britain,4.0,448.20,POINTS,82.45,Q,20
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1535349,OLVERA IBARRA Osmar,Person,MEX,Mexico,5.0,444.15,POINTS,86.50,Q,13
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1902491,BOUYER Jules,Person,FRA,France,6.0,407.30,POINTS,123.35,Q,7
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1925643,MARSAGLIA Lorenzo,Person,ITA,Italy,7.0,405.05,POINTS,125.60,Q,1
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1940412,MATHEWS Kurtis,Person,AUS,Australia,8.0,399.20,POINTS,131.45,Q,6
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1907211,WESEMANN Moritz,Person,GER,Germany,9.0,398.70,POINTS,131.95,Q,24
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1954212,TYLER Carson,Person,USA,United States,10.0,389.80,POINTS,140.85,Q,19
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1891687,SAKAI Sho,Person,JPN,Japan,11.0,389.15,POINTS,141.50,Q,15
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901694,WOO Haram,Person,KOR,Korea,12.0,389.10,POINTS,141.55,Q,10
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1902490,BISCH Gwendal,Person,FRA,France,13.0,387.00,POINTS,143.65,Q,2
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1547004,KNIGHT-WISDOM Yona,Person,JAM,Jamaica,14.0,382.90,POINTS,147.75,Q,9
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1954167,CAPOBIANCO Andrew,Person,USA,United States,15.0,382.05,POINTS,148.60,Q,22
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1901698,YI Jaegyeong,Person,KOR,Korea,16.0,381.40,POINTS,149.25,Q,18
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1544192,URIBE BERMUDEZ Luis Felipe,Person,COL,Colombia,17.0,375.90,POINTS,154.75,Q,4
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1944004,RUVALCABA Jonathan,Person,DOM,Dominican Republic,18.0,363.15,POINTS,167.50,Q,8
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,4674386,MUNOZ HEREDIA Kevin Alexander,Person,MEX,Mexico,19.0,362.05,POINTS,168.60,R,12
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1916406,RESTREPO GARCIA Daniel,Person,COL,Colombia,20.0,361.10,POINTS,169.55,R,16
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1539959,PASSMORE Jake,Person,IRL,Ireland,21.0,360.90,POINTS,169.75,,5
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1925644,TOCCI Giovanni,Person,ITA,Italy,22.0,346.85,POINTS,183.80,,11
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1889162,FAROUK Mohamed,Person,EGY,Egypt,23.0,317.40,POINTS,213.25,,23
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1943989,GOMEZ Frandiel,Person,DOM,Dominican Republic,23.0,317.40,POINTS,213.25,,25
2024-08-06T12:11:26+02:00,DIVM3M----------------PREL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Preliminary,Preliminary,M,Diving,DIV,Aquatics Centre,1907207,RUDIGER Lars,Person,GER,Germany,25.0,301.15,POINTS,229.50,,3
2024-08-07T11:58:13+02:00,DIVM3M----------------SFNL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1901549,WANG Zongyuan,Person,CHN,China,1.0,537.85,POINTS,,Q,18
2024-08-07T11:58:13+02:00,DIVM3M----------------SFNL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1901550,XIE Siyi,Person,CHN,China,2.0,505.85,POINTS,32.00,Q,17
2024-08-07T11:58:13+02:00,DIVM3M----------------SFNL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1900848,LAUGHER Jack,Person,GBR,Great Britain,3.0,467.05,POINTS,70.80,Q,16
2024-08-07T11:58:13+02:00,DIVM3M----------------SFNL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1535349,OLVERA IBARRA Osmar,Person,MEX,Mexico,4.0,463.75,POINTS,74.10,Q,14
2024-08-07T11:58:13+02:00,DIVM3M----------------SFNL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1900845,HOULDEN Jordan Christopher,Person,GBR,Great Britain,5.0,445.55,POINTS,92.30,Q,15
2024-08-07T11:58:13+02:00,DIVM3M----------------SFNL000100--,DIVM3M,Men's 3m Springboard,Men's 3m Springboard Semifinal,Semifinal,M,Diving,DIV,Aquatics Centre,1902491,BOUYER Jules,Person,FRA,France,6.0,438.30,POINTS,99.55,Q,13
