date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_diff,start_order
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548948,KALEYN Boryana,Person,BUL,Bulgaria,,33.600,POINTS,,6
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548933,NIKOLOVA Stiliana,Person,BUL,Bulgaria,,31.050,POINTS,,7
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1941726,KIROI-BOGATYREVA Alexandra,Person,AUS,Australia,,26.850,POINTS,,8
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1891438,PIGNICZKI Fanni,Person,HUN,Hungary,,31.650,POINTS,,9
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1972352,AGHAMIROVA Zohra,Person,AZE,Azerbaijan,,26.750,POINTS,,10
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923694,RAFFAELI Sofia,Person,ITA,Italy,,33.950,POINTS,,11
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,,35.250,POINTS,,12
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1929613,TANIYEVA Elzhana,Person,KAZ,Kazakhstan,,31.450,POINTS,,13
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1935794,BAUTISTA Alba,Person,ESP,Spain,,30.800,POINTS,,14
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,,32.500,POINTS,,15
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,,30.650,POINTS,,16
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1540832,DRAGAN Annaliese,Person,ROU,Romania,,25.450,POINTS,,17
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1908246,ATAMANOV Daria,Person,ISR,Israel,,32.100,POINTS,,18
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1903509,KARBANOV Helene,Person,FRA,France,,29.650,POINTS,,19
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,,32.300,POINTS,,20
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1935795,BEREZINA Polina,Person,ESP,Spain,,30.200,POINTS,,21
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1953668,DOMINGOS Barbara,Person,BRA,Brazil,,30.200,POINTS,,22
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896203,KOLOSOV Margarita,Person,GER,Germany,,30.150,POINTS,,23
2024-08-08T18:49:44+02:00,GRYW1AA---------------QUALA0000104,GRYW1AA,Individual All-Around,Individual All-Around Qualification - Rotation 4,Qualification - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,,30.900,POINTS,,24
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1953668,DOMINGOS Barbara,Person,BRA,Brazil,,31.200,POINTS,,1
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1908246,ATAMANOV Daria,Person,ISR,Israel,,33.850,POINTS,,2
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896203,KOLOSOV Margarita,Person,GER,Germany,,33.950,POINTS,,3
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,,33.150,POINTS,,4
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,,32.500,POINTS,,5
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,,34.300,POINTS,,6
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548948,KALEYN Boryana,Person,BUL,Bulgaria,,34.550,POINTS,,7
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,,34.150,POINTS,,8
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,,36.350,POINTS,,9
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000103,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 3,Final - Rotation 3,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923694,RAFFAELI Sofia,Person,ITA,Italy,,35.900,POINTS,,10
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1953668,DOMINGOS Barbara,Person,BRA,Brazil,,33.200,POINTS,,1
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1908246,ATAMANOV Daria,Person,ISR,Israel,,31.800,POINTS,,2
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896203,KOLOSOV Margarita,Person,GER,Germany,,34.150,POINTS,,3
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,,31.950,POINTS,,4
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,,33.150,POINTS,,5
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,,32.700,POINTS,,6
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548948,KALEYN Boryana,Person,BUL,Bulgaria,,36.450,POINTS,,7
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,,30.900,POINTS,,8
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,,36.500,POINTS,,9
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000102,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 2,Final - Rotation 2,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923694,RAFFAELI Sofia,Person,ITA,Italy,,32.900,POINTS,,10
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1953668,DOMINGOS Barbara,Person,BRA,Brazil,,29.100,POINTS,,1
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1908246,ATAMANOV Daria,Person,ISR,Israel,,33.000,POINTS,,2
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896203,KOLOSOV Margarita,Person,GER,Germany,,32.550,POINTS,,3
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,,32.700,POINTS,,4
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,,31.450,POINTS,,5
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,,29.300,POINTS,,6
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548948,KALEYN Boryana,Person,BUL,Bulgaria,,33.750,POINTS,,7
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,,32.950,POINTS,,8
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,,33.700,POINTS,,9
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000104,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 4,Final - Rotation 4,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923694,RAFFAELI Sofia,Person,ITA,Italy,,32.250,POINTS,,10
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1953668,DOMINGOS Barbara,Person,BRA,Brazil,,29.600,POINTS,,1
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1908246,ATAMANOV Daria,Person,ISR,Israel,,35.200,POINTS,,2
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896203,KOLOSOV Margarita,Person,GER,Germany,,34.600,POINTS,,3
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,,34.100,POINTS,,4
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923695,BALDASSARRI Milena,Person,ITA,Italy,,32.600,POINTS,,5
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1927514,WANG Zilu,Person,CHN,China,,35.250,POINTS,,6
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1548948,KALEYN Boryana,Person,BUL,Bulgaria,,35.850,POINTS,,7
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,,30.400,POINTS,,8
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1896230,VARFOLOMEEV Darja,Person,GER,Germany,,36.300,POINTS,,9
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL-A0000101,GRYW1AA,Individual All-Around,Individual All-Around Final - Rotation 1,Final - Rotation 1,W,Rhythmic Gymnastics,GRY,La Chapelle Arena,1923694,RAFFAELI Sofia,Person,ITA,Italy,,35.250,POINTS,,10
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1896230,VARFOLOMEEV Darja,Person,GER,Germany,1.0,142.850,POINTS,,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1548948,KALEYN Boryana,Person,BUL,Bulgaria,2.0,140.600,POINTS,2.250,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1923694,RAFFAELI Sofia,Person,ITA,Italy,3.0,136.300,POINTS,6.550,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1896203,KOLOSOV Margarita,Person,GER,Germany,4.0,135.250,POINTS,7.600,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1908246,ATAMANOV Daria,Person,ISR,Israel,5.0,133.850,POINTS,9.000,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1980875,VEDENEEVA Ekaterina,Person,SLO,Slovenia,6.0,131.900,POINTS,10.950,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1927514,WANG Zilu,Person,CHN,China,7.0,131.550,POINTS,11.300,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1923695,BALDASSARRI Milena,Person,ITA,Italy,8.0,129.700,POINTS,13.150,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1897573,ONOFRIICHUK Taisiia,Person,UKR,Ukraine,9.0,128.400,POINTS,14.450,
2024-08-09T17:44:00+02:00,GRYW1AA---------------FNL---------,GRYW1AA,Individual All-Around,Individual All-Around Final,Final Results,W,Rhythmic Gymnastics,GRY,,1953668,DOMINGOS Barbara,Person,BRA,Brazil,10.0,123.100,POINTS,19.750,
